Date,Price,Volume,ticker
2020-09-14 05:06:28.914111,107.10770039078145,8510520,DUMMY
2020-09-15 05:06:28.914111,107.45403464447134,6754203,DUMMY
2020-09-16 05:06:28.914111,107.77532764691065,6639409,DUMMY
2020-09-17 05:06:28.914111,105.48559463285453,1546971,DUMMY
2020-09-18 05:06:28.914111,105.8881698677219,2664333,DUMMY
2020-09-21 05:06:28.914111,106.22930083889395,1410863,DUMMY
2020-09-22 05:06:28.914111,106.73347278436376,9850736,DUMMY
2020-09-23 05:06:28.914111,107.37430799138465,8450829,DUMMY
2020-09-24 05:06:28.914111,106.49099548153599,9226352,DUMMY
2020-09-25 05:06:28.914111,106.82624443502408,5788159,DUMMY
2020-09-28 05:06:28.914111,106.53796351027505,9080380,DUMMY
2020-09-29 05:06:28.914111,105.47460627113277,6309414,DUMMY
2020-09-30 05:06:28.914111,104.67000568097292,2425863,DUMMY
2020-10-01 05:06:28.914111,106.22803594643835,7876483,DUMMY
2020-10-02 05:06:28.914111,105.11381908799173,9702240,DUMMY
2020-10-05 05:06:28.914111,103.9789168172233,3959263,DUMMY
2020-10-06 05:06:28.914111,104.01181210661031,2472844,DUMMY
2020-10-07 05:06:28.914111,102.79649730598216,4796801,DUMMY
2020-10-08 05:06:28.914111,103.75607217907603,7517480,DUMMY
2020-10-09 05:06:28.914111,103.64673945409518,6159395,DUMMY
2020-10-12 05:06:28.914111,102.54393015523168,1872437,DUMMY
2020-10-13 05:06:28.914111,101.98625457705796,4341118,DUMMY
2020-10-14 05:06:28.914111,102.9562085812918,7141839,DUMMY
2020-10-15 05:06:28.914111,102.70836726650802,7514712,DUMMY
2020-10-16 05:06:28.914111,103.68881186037633,3580102,DUMMY
2020-10-19 05:06:28.914111,103.57320087482896,9225652,DUMMY
2020-10-20 05:06:28.914111,103.39214354916074,4758783,DUMMY
2020-10-21 05:06:28.914111,104.33286898266714,9084918,DUMMY
2020-10-22 05:06:28.914111,102.80746148813415,5152555,DUMMY
2020-10-23 05:06:28.914111,102.75172901362203,1700912,DUMMY
2020-10-26 05:06:28.914111,104.05900475491501,5061076,DUMMY
2020-10-27 05:06:28.914111,103.50015203959006,6551508,DUMMY
2020-10-28 05:06:28.914111,103.11713723077634,7720576,DUMMY
2020-10-29 05:06:28.914111,103.81183127424511,2197644,DUMMY
2020-10-30 05:06:28.914111,103.57905679265473,8691355,DUMMY
2020-11-02 05:06:28.914111,104.34998399026027,1966468,DUMMY
2020-11-03 05:06:28.914111,106.44218475523388,3860159,DUMMY
2020-11-04 05:06:28.914111,106.3539602399299,9320912,DUMMY
2020-11-05 05:06:28.914111,106.75323825693715,9512599,DUMMY
2020-11-06 05:06:28.914111,105.27528979796787,1162581,DUMMY
2020-11-09 05:06:28.914111,104.88048612609931,9970604,DUMMY
2020-11-10 05:06:28.914111,104.72914410304166,8795196,DUMMY
2020-11-11 05:06:28.914111,103.20591277288882,2936510,DUMMY
2020-11-12 05:06:28.914111,103.07364385098226,6068244,DUMMY
2020-11-13 05:06:28.914111,102.78237831529113,8672966,DUMMY
2020-11-16 05:06:28.914111,102.6712650769193,2697957,DUMMY
2020-11-17 05:06:28.914111,102.77923134445038,2008398,DUMMY
2020-11-18 05:06:28.914111,103.84840448925102,1476150,DUMMY
2020-11-19 05:06:28.914111,103.74775057285557,6445298,DUMMY
2020-11-20 05:06:28.914111,103.3138217961406,1742728,DUMMY
2020-11-23 05:06:28.914111,101.99919613595385,6917215,DUMMY
2020-11-24 05:06:28.914111,102.6773757756257,6462741,DUMMY
2020-11-25 05:06:28.914111,102.05090018287854,2057572,DUMMY
2020-11-26 05:06:28.914111,103.527649857947,5797991,DUMMY
2020-11-27 05:06:28.914111,103.47741506198041,7279709,DUMMY
2020-11-30 05:06:28.914111,103.61551524918589,5563252,DUMMY
2020-12-01 05:06:28.914111,104.31309794506258,6931686,DUMMY
2020-12-02 05:06:28.914111,103.94920200450547,5878220,DUMMY
2020-12-03 05:06:28.914111,105.28105209835459,8123573,DUMMY
2020-12-04 05:06:28.914111,104.518404652249,1924976,DUMMY
2020-12-07 05:06:28.914111,103.39602866108103,3073551,DUMMY
2020-12-08 05:06:28.914111,103.73188210556035,6654169,DUMMY
2020-12-09 05:06:28.914111,104.11817543561527,9123811,DUMMY
2020-12-10 05:06:28.914111,104.28063041090061,2557616,DUMMY
2020-12-11 05:06:28.914111,105.14348363962796,3750513,DUMMY
2020-12-14 05:06:28.914111,104.73464209691642,4802082,DUMMY
2020-12-15 05:06:28.914111,105.77903565579243,4474551,DUMMY
2020-12-16 05:06:28.914111,105.72456419777879,9142590,DUMMY
2020-12-17 05:06:28.914111,105.1479750530715,1042312,DUMMY
2020-12-18 05:06:28.914111,103.98693841785952,1864281,DUMMY
2020-12-21 05:06:28.914111,103.99041257525361,1271997,DUMMY
2020-12-22 05:06:28.914111,104.26685060408309,7332086,DUMMY
2020-12-23 05:06:28.914111,103.2667442621023,3848784,DUMMY
2020-12-24 05:06:28.914111,103.53264486441543,2607340,DUMMY
2020-12-25 05:06:28.914111,103.58384900429981,9191940,DUMMY
2020-12-28 05:06:28.914111,104.58964245898679,2995768,DUMMY
2020-12-29 05:06:28.914111,104.21608041170506,6824327,DUMMY
2020-12-30 05:06:28.914111,103.29677368546417,5899135,DUMMY
2020-12-31 05:06:28.914111,103.77824762708735,7236968,DUMMY
2021-01-01 05:06:28.914111,105.12566135362307,3978110,DUMMY
2021-01-04 05:06:28.914111,102.67038415002537,8124453,DUMMY
2021-01-05 05:06:28.914111,103.46389036596001,8235071,DUMMY
2021-01-06 05:06:28.914111,102.20173908095218,7113574,DUMMY
2021-01-07 05:06:28.914111,102.54847354400928,6706328,DUMMY
2021-01-08 05:06:28.914111,102.75687843591905,3734119,DUMMY
2021-01-11 05:06:28.914111,103.41971393420513,4884363,DUMMY
2021-01-12 05:06:28.914111,104.25307852505628,4217530,DUMMY
2021-01-13 05:06:28.914111,104.05637289994782,4412833,DUMMY
2021-01-14 05:06:28.914111,104.40878228333987,2246441,DUMMY
2021-01-15 05:06:28.914111,104.74909173210163,8273336,DUMMY
2021-01-18 05:06:28.914111,106.42755700718567,8699200,DUMMY
2021-01-19 05:06:28.914111,105.60921189383727,6356945,DUMMY
2021-01-20 05:06:28.914111,106.36842111658255,5250778,DUMMY
2021-01-21 05:06:28.914111,105.36547501591564,9210706,DUMMY
2021-01-22 05:06:28.914111,105.29663253200304,4754792,DUMMY
2021-01-25 05:06:28.914111,106.02071654031326,7036891,DUMMY
2021-01-26 05:06:28.914111,106.82777654172784,4422941,DUMMY
2021-01-27 05:06:28.914111,106.79859691821514,1351648,DUMMY
2021-01-28 05:06:28.914111,105.02003112033218,1544499,DUMMY
2021-01-29 05:06:28.914111,106.93173275136512,1765340,DUMMY
2021-02-01 05:06:28.914111,106.00197690328599,3568988,DUMMY
2021-02-02 05:06:28.914111,104.80664736821976,2285462,DUMMY
2021-02-03 05:06:28.914111,106.43624436809975,3034214,DUMMY
2021-02-04 05:06:28.914111,103.83170139289633,3936286,DUMMY
2021-02-05 05:06:28.914111,105.30329948165954,5631151,DUMMY
2021-02-08 05:06:28.914111,104.69374780952764,3565122,DUMMY
2021-02-09 05:06:28.914111,103.92732965743743,9196074,DUMMY
2021-02-10 05:06:28.914111,102.2622087257678,3046605,DUMMY
2021-02-11 05:06:28.914111,100.9625726122798,6400769,DUMMY
2021-02-12 05:06:28.914111,102.53966603163062,7567760,DUMMY
2021-02-15 05:06:28.914111,102.23674534946186,8642327,DUMMY
2021-02-16 05:06:28.914111,104.26564975094539,4527626,DUMMY
2021-02-17 05:06:28.914111,105.4039292416028,2407908,DUMMY
2021-02-18 05:06:28.914111,106.30060519346948,1470303,DUMMY
2021-02-19 05:06:28.914111,105.84668258115492,6803482,DUMMY
2021-02-22 05:06:28.914111,105.6739240489119,2122031,DUMMY
2021-02-23 05:06:28.914111,106.01431977080954,1760038,DUMMY
2021-02-24 05:06:28.914111,103.95959615704645,8146813,DUMMY
2021-02-25 05:06:28.914111,103.05358467379754,3702558,DUMMY
2021-02-26 05:06:28.914111,101.53857906693062,4737072,DUMMY
2021-03-01 05:06:28.914111,101.34735282350415,8138847,DUMMY
2021-03-02 05:06:28.914111,102.36395076368115,4923428,DUMMY
2021-03-03 05:06:28.914111,102.20480269553997,3784968,DUMMY
2021-03-04 05:06:28.914111,103.11223522505155,2443522,DUMMY
2021-03-05 05:06:28.914111,103.17542725376607,6480093,DUMMY
2021-03-08 05:06:28.914111,103.90014354122981,3729473,DUMMY
2021-03-09 05:06:28.914111,103.44721568995737,1084047,DUMMY
2021-03-10 05:06:28.914111,105.05093599654772,7151896,DUMMY
2021-03-11 05:06:28.914111,105.73024305794046,4122337,DUMMY
2021-03-12 05:06:28.914111,106.55744441974117,5753328,DUMMY
2021-03-15 05:06:28.914111,105.83460429910416,2087446,DUMMY
2021-03-16 05:06:28.914111,107.43774792648988,4220178,DUMMY
2021-03-17 05:06:28.914111,108.83266276510558,6798724,DUMMY
2021-03-18 05:06:28.914111,108.86513486703187,8196763,DUMMY
2021-03-19 05:06:28.914111,108.31809243988391,2262850,DUMMY
2021-03-22 05:06:28.914111,108.42214875738634,4902340,DUMMY
2021-03-23 05:06:28.914111,107.2562339291773,5110580,DUMMY
2021-03-24 05:06:28.914111,106.0905693833928,3534198,DUMMY
2021-03-25 05:06:28.914111,105.7445325060882,9913293,DUMMY
2021-03-26 05:06:28.914111,105.92605062205767,5307234,DUMMY
2021-03-29 05:06:28.914111,104.66268682385491,3294561,DUMMY
2021-03-30 05:06:28.914111,104.52955528447609,7352204,DUMMY
2021-03-31 05:06:28.914111,103.50441435688518,6313621,DUMMY
2021-04-01 05:06:28.914111,103.21629005295374,7644968,DUMMY
2021-04-02 05:06:28.914111,102.85708609462215,3017716,DUMMY
2021-04-05 05:06:28.914111,102.1056715050472,6026046,DUMMY
2021-04-06 05:06:28.914111,102.64528573949379,3467376,DUMMY
2021-04-07 05:06:28.914111,102.33772293818653,9301647,DUMMY
2021-04-08 05:06:28.914111,103.97526157632834,1344140,DUMMY
2021-04-09 05:06:28.914111,105.99904861853629,9853779,DUMMY
2021-04-12 05:06:28.914111,105.31105729798874,2524536,DUMMY
2021-04-13 05:06:28.914111,105.38196897197362,9641840,DUMMY
2021-04-14 05:06:28.914111,104.0282289095653,5934329,DUMMY
2021-04-15 05:06:28.914111,104.33357218961673,3987382,DUMMY
2021-04-16 05:06:28.914111,105.19145255755772,9497957,DUMMY
2021-04-19 05:06:28.914111,107.05380874187523,1871737,DUMMY
2021-04-20 05:06:28.914111,107.77350467982761,5732825,DUMMY
2021-04-21 05:06:28.914111,108.69230127413138,3311376,DUMMY
2021-04-22 05:06:28.914111,109.98536243379317,1953821,DUMMY
2021-04-23 05:06:28.914111,111.09828581549584,5614449,DUMMY
2021-04-26 05:06:28.914111,109.92790319252572,3715914,DUMMY
2021-04-27 05:06:28.914111,109.79586595996248,7306841,DUMMY
2021-04-28 05:06:28.914111,110.55925852511255,5463202,DUMMY
2021-04-29 05:06:28.914111,112.01343974821688,8807697,DUMMY
2021-04-30 05:06:28.914111,111.75602630325767,9658351,DUMMY
2021-05-03 05:06:28.914111,112.13482840797084,9564867,DUMMY
2021-05-04 05:06:28.914111,110.82188693244026,5653307,DUMMY
2021-05-05 05:06:28.914111,111.01701301663539,7874610,DUMMY
2021-05-06 05:06:28.914111,111.60716793534337,4358166,DUMMY
2021-05-07 05:06:28.914111,114.24040164018648,3691233,DUMMY
2021-05-10 05:06:28.914111,116.9176395075195,4363042,DUMMY
2021-05-11 05:06:28.914111,117.02010340247773,7526657,DUMMY
2021-05-12 05:06:28.914111,116.66022524160874,5897640,DUMMY
2021-05-13 05:06:28.914111,115.77872233649362,1906283,DUMMY
2021-05-14 05:06:28.914111,114.98900957004074,6326610,DUMMY
2021-05-17 05:06:28.914111,115.89492643544662,1429675,DUMMY
2021-05-18 05:06:28.914111,116.27168038879664,4492252,DUMMY
2021-05-19 05:06:28.914111,116.15701458913787,5087768,DUMMY
2021-05-20 05:06:28.914111,115.0227376180473,5159555,DUMMY
2021-05-21 05:06:28.914111,114.1165950617198,4755187,DUMMY
2021-05-24 05:06:28.914111,115.08121805502871,2016875,DUMMY
2021-05-25 05:06:28.914111,116.4399029432481,4917488,DUMMY
2021-05-26 05:06:28.914111,117.29668791679781,6700886,DUMMY
2021-05-27 05:06:28.914111,116.85590007525133,7131007,DUMMY
2021-05-28 05:06:28.914111,115.74257060084626,1381060,DUMMY
2021-05-31 05:06:28.914111,115.03941013883494,1357631,DUMMY
2021-06-01 05:06:28.914111,113.450868648494,8513050,DUMMY
2021-06-02 05:06:28.914111,111.85436434214624,9242912,DUMMY
2021-06-03 05:06:28.914111,111.89540818063034,5103983,DUMMY
2021-06-04 05:06:28.914111,112.27637795480925,7296637,DUMMY
2021-06-07 05:06:28.914111,112.7241428697071,9094701,DUMMY
2021-06-08 05:06:28.914111,114.0477430259432,4960921,DUMMY
2021-06-09 05:06:28.914111,114.31934083930994,3732394,DUMMY
2021-06-10 05:06:28.914111,113.32962990638984,3724731,DUMMY
2021-06-11 05:06:28.914111,113.55492230153808,5000416,DUMMY
2021-06-14 05:06:28.914111,113.85272622818314,6872715,DUMMY
2021-06-15 05:06:28.914111,114.88473516585576,4898033,DUMMY
2021-06-16 05:06:28.914111,116.38271899560806,9858295,DUMMY
2021-06-17 05:06:28.914111,117.75349650857581,1793269,DUMMY
2021-06-18 05:06:28.914111,118.23022225051338,6415008,DUMMY
2021-06-21 05:06:28.914111,117.32942653350023,6940424,DUMMY
2021-06-22 05:06:28.914111,116.84823893729708,7563178,DUMMY
2021-06-23 05:06:28.914111,117.41334211739625,1992845,DUMMY
2021-06-24 05:06:28.914111,118.08571265016948,8884305,DUMMY
2021-06-25 05:06:28.914111,119.09597890275023,3855417,DUMMY
2021-06-28 05:06:28.914111,120.29920465269069,9316866,DUMMY
2021-06-29 05:06:28.914111,119.58811367849421,2058320,DUMMY
2021-06-30 05:06:28.914111,119.50716305945996,3345154,DUMMY
2021-07-01 05:06:28.914111,119.86791967156344,9016077,DUMMY
2021-07-02 05:06:28.914111,119.98714900072348,8360150,DUMMY
2021-07-05 05:06:28.914111,120.6090086793091,5218466,DUMMY
2021-07-06 05:06:28.914111,120.32312202588233,8132559,DUMMY
2021-07-07 05:06:28.914111,120.83332341838982,8418273,DUMMY
2021-07-08 05:06:28.914111,119.11747734390133,5257038,DUMMY
2021-07-09 05:06:28.914111,118.64484411768478,9743086,DUMMY
2021-07-12 05:06:28.914111,118.49060697285717,2042687,DUMMY
2021-07-13 05:06:28.914111,119.49347340105942,1032420,DUMMY
2021-07-14 05:06:28.914111,119.25373820380668,2715056,DUMMY
2021-07-15 05:06:28.914111,119.2047644317762,7288166,DUMMY
2021-07-16 05:06:28.914111,119.02924125439573,6533321,DUMMY
2021-07-19 05:06:28.914111,118.15912375689237,7150377,DUMMY
2021-07-20 05:06:28.914111,115.51950113470264,2845798,DUMMY
2021-07-21 05:06:28.914111,114.71173805958664,9894213,DUMMY
2021-07-22 05:06:28.914111,114.38465458080623,7120560,DUMMY
2021-07-23 05:06:28.914111,113.30472032039606,9178178,DUMMY
2021-07-26 05:06:28.914111,113.52141607336031,2283272,DUMMY
2021-07-27 05:06:28.914111,114.58281007209251,4357051,DUMMY
2021-07-28 05:06:28.914111,115.70885458449614,3968220,DUMMY
2021-07-29 05:06:28.914111,115.51035964057955,8111646,DUMMY
2021-07-30 05:06:28.914111,115.2642211577857,1581552,DUMMY
2021-08-02 05:06:28.914111,116.47903306335235,9492343,DUMMY
2021-08-03 05:06:28.914111,117.34136191139518,8999084,DUMMY
2021-08-04 05:06:28.914111,117.29782360754488,5053771,DUMMY
2021-08-05 05:06:28.914111,115.94760506628037,4384639,DUMMY
2021-08-06 05:06:28.914111,117.0178800507669,4599043,DUMMY
2021-08-09 05:06:28.914111,116.15434890745502,6263990,DUMMY
2021-08-10 05:06:28.914111,115.7886638824187,8306510,DUMMY
2021-08-11 05:06:28.914111,116.63984733590861,3040026,DUMMY
2021-08-12 05:06:28.914111,116.01015956534307,3544865,DUMMY
2021-08-13 05:06:28.914111,117.0439139811231,4086642,DUMMY
2021-08-16 05:06:28.914111,115.61638357346993,3442874,DUMMY
2021-08-17 05:06:28.914111,115.12242519572717,3737977,DUMMY
2021-08-18 05:06:28.914111,115.46416336578974,8219533,DUMMY
2021-08-19 05:06:28.914111,114.19823186038195,4747635,DUMMY
2021-08-20 05:06:28.914111,114.30174591618696,5907859,DUMMY
2021-08-23 05:06:28.914111,114.50500386725935,4479583,DUMMY
2021-08-24 05:06:28.914111,114.28703860429336,7279218,DUMMY
2021-08-25 05:06:28.914111,114.20340536244622,5353668,DUMMY
2021-08-26 05:06:28.914111,116.34010309623356,3572262,DUMMY
2021-08-27 05:06:28.914111,115.95304126437482,9380390,DUMMY
2021-08-30 05:06:28.914111,115.88640447298516,4594757,DUMMY
2021-08-31 05:06:28.914111,116.15317534956637,4790880,DUMMY
2021-09-01 05:06:28.914111,117.26734208680554,1223321,DUMMY
2021-09-02 05:06:28.914111,116.83563833020969,4735731,DUMMY
2021-09-03 05:06:28.914111,117.66754558077588,8635482,DUMMY
2021-09-06 05:06:28.914111,117.44827409017405,1691091,DUMMY
2021-09-07 05:06:28.914111,117.13579341403853,7077573,DUMMY
2021-09-08 05:06:28.914111,116.44269668259633,4943448,DUMMY
2021-09-09 05:06:28.914111,118.01164116110192,2573959,DUMMY
2021-09-10 05:06:28.914111,117.42794031588964,9809803,DUMMY
2021-09-13 05:06:28.914111,116.71789091450299,6336136,DUMMY
2021-09-14 05:06:28.914111,117.1943553157719,9770992,DUMMY
2021-09-15 05:06:28.914111,116.40138409464076,3766359,DUMMY
2021-09-16 05:06:28.914111,116.15159724939464,3296411,DUMMY
2021-09-17 05:06:28.914111,116.48974653085335,4352320,DUMMY
2021-09-20 05:06:28.914111,116.69727962101773,9702792,DUMMY
2021-09-21 05:06:28.914111,117.47079770256832,5309306,DUMMY
2021-09-22 05:06:28.914111,119.05438229039572,4744376,DUMMY
2021-09-23 05:06:28.914111,120.51120594995426,8953682,DUMMY
2021-09-24 05:06:28.914111,121.54488485832181,1588092,DUMMY
2021-09-27 05:06:28.914111,120.93234455615729,6350354,DUMMY
2021-09-28 05:06:28.914111,121.10488137660775,3359379,DUMMY
2021-09-29 05:06:28.914111,120.65520639639684,5077179,DUMMY
2021-09-30 05:06:28.914111,120.8786206002354,8137969,DUMMY
2021-10-01 05:06:28.914111,120.18648180781237,9214578,DUMMY
2021-10-04 05:06:28.914111,119.45908301737155,9943106,DUMMY
2021-10-05 05:06:28.914111,120.07877974700804,3534937,DUMMY
2021-10-06 05:06:28.914111,120.14575196946102,4394537,DUMMY
2021-10-07 05:06:28.914111,120.63613854665971,4191056,DUMMY
2021-10-08 05:06:28.914111,120.60257315444973,7575117,DUMMY
2021-10-11 05:06:28.914111,121.1891310010356,7772472,DUMMY
2021-10-12 05:06:28.914111,120.50664790777026,6770229,DUMMY
2021-10-13 05:06:28.914111,121.25622293228254,5476767,DUMMY
2021-10-14 05:06:28.914111,121.02899419178064,2865648,DUMMY
2021-10-15 05:06:28.914111,121.03238769535199,2633651,DUMMY
2021-10-18 05:06:28.914111,120.61952888245679,2502690,DUMMY
2021-10-19 05:06:28.914111,122.1666231042346,9821408,DUMMY
2021-10-20 05:06:28.914111,121.81096801153464,1292976,DUMMY
2021-10-21 05:06:28.914111,122.6602875186003,1786792,DUMMY
2021-10-22 05:06:28.914111,123.07270928757423,8812226,DUMMY
2021-10-25 05:06:28.914111,123.9718669269553,6343152,DUMMY
2021-10-26 05:06:28.914111,124.85946734881786,2198145,DUMMY
2021-10-27 05:06:28.914111,124.47932493272327,5948462,DUMMY
2021-10-28 05:06:28.914111,123.22277322503962,1085342,DUMMY
2021-10-29 05:06:28.914111,123.47152033363952,8998149,DUMMY
2021-11-01 05:06:28.914111,123.86412688903098,2686103,DUMMY
2021-11-02 05:06:28.914111,122.21129425233033,7986203,DUMMY
2021-11-03 05:06:28.914111,124.24596800173023,2377538,DUMMY
2021-11-04 05:06:28.914111,123.69822799591459,4210745,DUMMY
2021-11-05 05:06:28.914111,125.15587275230769,2107081,DUMMY
2021-11-08 05:06:28.914111,125.92033868562575,5422396,DUMMY
2021-11-09 05:06:28.914111,125.24787698714611,3065491,DUMMY
2021-11-10 05:06:28.914111,126.26075012382056,1904174,DUMMY
2021-11-11 05:06:28.914111,126.87874854801845,3479966,DUMMY
2021-11-12 05:06:28.914111,127.00163212677212,1531575,DUMMY
2021-11-15 05:06:28.914111,125.701577570209,1984741,DUMMY
2021-11-16 05:06:28.914111,123.70928477472098,3770034,DUMMY
2021-11-17 05:06:28.914111,124.4067009134508,5308578,DUMMY
2021-11-18 05:06:28.914111,123.41680992088214,7245892,DUMMY
2021-11-19 05:06:28.914111,124.70298294769454,9900280,DUMMY
2021-11-22 05:06:28.914111,124.4896194429249,5150590,DUMMY
2021-11-23 05:06:28.914111,124.94608795250869,9912998,DUMMY
2021-11-24 05:06:28.914111,122.88479116767938,7811716,DUMMY
2021-11-25 05:06:28.914111,122.74608341155997,7791507,DUMMY
2021-11-26 05:06:28.914111,123.25023447918392,3826508,DUMMY
2021-11-29 05:06:28.914111,124.24388625704903,8597146,DUMMY
2021-11-30 05:06:28.914111,125.40178297586473,5853240,DUMMY
2021-12-01 05:06:28.914111,125.26816247956023,8224251,DUMMY
2021-12-02 05:06:28.914111,125.02308816038615,6648175,DUMMY
2021-12-03 05:06:28.914111,124.7293968619817,3143455,DUMMY
2021-12-06 05:06:28.914111,124.0091765184206,1172591,DUMMY
2021-12-07 05:06:28.914111,124.65585375899342,4718214,DUMMY
2021-12-08 05:06:28.914111,123.45051671315804,7509151,DUMMY
2021-12-09 05:06:28.914111,122.56184952081796,3650876,DUMMY
2021-12-10 05:06:28.914111,120.04684768402964,6474739,DUMMY
2021-12-13 05:06:28.914111,120.4428760416954,8096148,DUMMY
2021-12-14 05:06:28.914111,120.38931721089385,9598738,DUMMY
2021-12-15 05:06:28.914111,119.90846423805834,5924278,DUMMY
2021-12-16 05:06:28.914111,119.24540065424677,2702339,DUMMY
2021-12-17 05:06:28.914111,120.06754346165516,8430062,DUMMY
2021-12-20 05:06:28.914111,121.67194387107337,4355155,DUMMY
2021-12-21 05:06:28.914111,121.6499108369727,2337549,DUMMY
2021-12-22 05:06:28.914111,121.70638474010653,5530639,DUMMY
2021-12-23 05:06:28.914111,123.11121817385515,1682777,DUMMY
2021-12-24 05:06:28.914111,123.6926535215428,5728941,DUMMY
2021-12-27 05:06:28.914111,123.14166354041902,2154468,DUMMY
2021-12-28 05:06:28.914111,121.90870762185622,3533798,DUMMY
2021-12-29 05:06:28.914111,123.3067289889505,2991560,DUMMY
2021-12-30 05:06:28.914111,125.33188427099446,8542685,DUMMY
2021-12-31 05:06:28.914111,126.67761527303695,5890786,DUMMY
2022-01-03 05:06:28.914111,127.85008557892168,4874960,DUMMY
2022-01-04 05:06:28.914111,128.29329324090673,5136048,DUMMY
2022-01-05 05:06:28.914111,127.85739620466272,3316536,DUMMY
